,conversation_id_str,created_at,favorite_count,tweet,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,predicted_sentiment
0,1844890448688828570,Fri Oct 11 23:58:54 +0000 2024,0,seandainya pemimpin indonesia setegas bung karno mungkin indonesia dicurangi wasit dan mafia bahrain tdk ditanggapi afc dan fifa mungkin bung karno akan putuskan hubungan diplomatik dgn bahrain dan keluar dari keanggotaan oki,1844890448688828570,,,in,New york US,0,0,0,https://x.com/eranolok/status/1844890448688828570,1952471238,eranolok,neutral
1,1844890010266501436,Fri Oct 11 23:57:09 +0000 2024,0,wasit ahmed al kaf sudah kali pimpin laga timnas bahrain dan selalu beri keuntungan ini buktinya,1844890010266501436,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/inewsdotid/status/1844890010266501436,944180887171743745,inewsdotid,positive
2,1844677613832360021,Fri Oct 11 23:51:32 +0000 2024,4,harusnya babak tambahan cuman menit posisi indonesia unggul tapi si wasit ngulur waktu ampe jadi menit nambah menit agar bahrain bisa cetak skor jadi yang asalnya bahrain indonesia kalo ada yang salah beda bisa dikoreksi,1844888596924538987,,S4ndyWijaya,in,Read my Carrd first :3c,0,1,0,https://x.com/sannawpy/status/1844888596924538987,1472033247194333187,sannawpy,positive
3,1844805503291113547,Fri Oct 11 23:51:22 +0000 2024,3,bahrain kuat secara finansial kalau main cuma seperti kaum lgbt lebih baik jangan main sepak bola sepak bola itu permainan pejuang bukan mental banci kesenggol dikit guling guling akting layaknya pemain bokep wasit dibayar pokoknya timnas lawan harus kalah apapun caranya,1844888554369056836,https://pbs.twimg.com/media/GZpcXL7bUAAdGep.jpg,BahrainFA,in,,0,0,0,https://x.com/BojanMalisic8/status/1844888554369056836,1112462184460607488,BojanMalisic8,negative
4,1844763637262750026,Fri Oct 11 23:51:14 +0000 2024,0,akan tetapi memang seperti itu sepak bola protes kepemimpinan wasit tidak bisa mengubah hasil akhir pertandingan indonesia tetap imbang dengan bahrain,1844888519438893561,,kompasiana,in,Indonesia,0,1,0,https://x.com/kompasiana/status/1844888519438893561,23786106,kompasiana,positive
5,1844606493905371465,Fri Oct 11 23:50:48 +0000 2024,0,pemaen suporter wasit wartawan bahrain agak laen emg,1844888412962292011,,0PSH8,in,,0,0,0,https://x.com/iyeoniesugyeom/status/1844888412962292011,1676177075261276160,iyeoniesugyeom,negative
6,1844888177426956369,Fri Oct 11 23:49:52 +0000 2024,0,makin banyak menteri makin banyak korupsi korupsi paling banyak ya di kementrian sesuai slogan prabocor kalau korupsinya tidak seberapa ya gapapa numpang wasit fifa bahrain,1844888177426956369,https://pbs.twimg.com/media/GZpcBULaAAEwVtu.jpg,,in,"Semarang Timur, Indonesia",0,0,0,https://x.com/Otto_0967/status/1844888177426956369,1757729498102124545,Otto_0967,negative
7,1844887895355818319,Fri Oct 11 23:48:45 +0000 2024,0,bahrain wasit fifa indonesia baim paula,1844887895355818319,,,in,Indonesia,0,0,0,https://x.com/frk_haha/status/1844887895355818319,1745320523721220096,frk_haha,neutral
8,1844887247717531987,Fri Oct 11 23:46:10 +0000 2024,0,bahrain kuat secara finansial kalau main cuma seperti kaum lgbt lebih baik jangan main sepak bola sepak bola itu permainan pejuang bukan mental banci kesenggol dikit guling guling akting layaknya pemain bokep wasit dibayar pokoknya timnas lawan harus kalah apapun caranya,1844887247717531987,,,in,,0,0,0,https://x.com/SantuySaja89/status/1844887247717531987,1787324819719311360,SantuySaja89,negative
9,1844885622139519037,Fri Oct 11 23:39:43 +0000 2024,0,ini kalau kiblatnya ke arah gurun jadi goblok akut semua dari belum lahir sudah menikmati hasil pajak menikmati sarana publik dr rs jalan penerangan jalan sekolah dlsb dr hasil pajak pulangkan sj onta gurun spt ini meresahkan numpang wasit fifa bahrain,1844885622139519037,,,in,"Semarang Timur, Indonesia",0,0,0,https://x.com/Otto_0967/status/1844885622139519037,1757729498102124545,Otto_0967,negative
10,1844885305448595853,Fri Oct 11 23:38:27 +0000 2024,0,aku pun semakin bersemangat menggenjotnya dan memaju mundurkan kemaluanku di dalam vaginanya sementara tanganku tidak lepas memegangi puting payudaranya yang mengencang sma sandra dewi witan komeng gaya gue haram bahrain wasit shame arab zonauang,1844885305448595853,https://pbs.twimg.com/media/GZpZZxHaAAABh3W.jpg,,in,,0,0,0,https://x.com/Pecandu_JKT48/status/1844885305448595853,1834496004441473026,Pecandu_JKT48,negative
11,1844701107202961418,Fri Oct 11 23:38:08 +0000 2024,0,dan kan gua bilang babak itu ada cek var ama pemen bahrain yg berkali guling emang cek var aja itu brp menit kocak guling annya aja bisa menitan sekali jatoh gausa bawa aturan td fakta di lapangan wasit cuma nambahin waktu di situasi yg emg wasting time banyak,1844885225169617006,,emporiiio_,in,,0,0,0,https://x.com/emporiiio_/status/1844885225169617006,1708120675616243712,emporiiio_,neutral
12,1844637713917673625,Fri Oct 11 23:37:04 +0000 2024,0,bukan cuman soal kemenangan atas bahrain yg dirampok saudara saudara tapi lebih pada klasemen sementara yg diserobot bayangkan harusnya berada pd peringkat dibawah jepang tp gara itu jadi peringkat memang wasit goblok dia telah mematah asa jt org rakyat indo,1844884954452459542,,idextratime,in,,0,0,0,https://x.com/Singomakaryo/status/1844884954452459542,1773839114154221568,Singomakaryo,negative
13,1844476924518936729,Fri Oct 11 23:36:56 +0000 2024,2,apapun yg berbau wasit dan bahrain di hajarsampe ulasan stadion nasional nya di google,1844884924396077109,,callme_joestar,in,Tarempa,0,0,0,https://x.com/taufik2510/status/1844884924396077109,2700407732,taufik2510,neutral
14,1844884730929713537,Fri Oct 11 23:36:10 +0000 2024,1,jurnalis belanda tak habis pikir dengan kontroversi wasit bahrain vs timnas indonesia saya marah besar,1844884730929713537,,,in,Indonesia,0,0,0,https://x.com/bolacomID/status/1844884730929713537,1486284086,bolacomID,negative
15,1844677613832360021,Fri Oct 11 23:17:27 +0000 2024,3,tempo kok begitu bikin berita timnas shrsnya menang tapi diimbangi bahrain krn wasit ngaco bin curang bukan timnas yg imbangi bahrain,1844880020642333144,,tempodotco,in,,0,0,0,https://x.com/Gun999Mas/status/1844880020642333144,1725390341300420608,Gun999Mas,negative
16,1844879692266078618,Fri Oct 11 23:16:09 +0000 2024,0,postingan eri cahyadi pancing warga beri komentar lucu untuk wasit ahmed al kaf wasit asal oman ahmed al kaf tengah menjadi sorotan di indonesia keputusannya dalam pertandingan antara olahraga bahrain pialadunia sepakbola via,1844879692266078618,,,in,Surabaya,0,0,0,https://x.com/beritajatimcom/status/1844879692266078618,21287066,beritajatimcom,positive
17,1844879612519776623,Fri Oct 11 23:15:50 +0000 2024,0,gada yg mau silaturahmi ke google maps nya nih bahrain afcmafia wasit,1844879612519776623,https://pbs.twimg.com/media/GZpUOrqaAAIWyr7.jpg,,in,,0,0,0,https://x.com/03_pradifta/status/1844879612519776623,1752435184178470912,03_pradifta,negative
18,1844878392656855261,Fri Oct 11 23:10:59 +0000 2024,184,timnas indonesia ternyata tak hanya didzalimi oleh wasit ahmed al kaf yang memimpin pertandingan kontra bahrain timnas indonesia bahkan dilarang menyaapa suporter yang hadir langsung ke stadion usai laga kebiasaan yang sudah menjadi bagian dari timnas indonesia ini pun,1844878392656855261,https://pbs.twimg.com/media/GZpTGlmaAAAaRbd.jpg,,in,"Pulo Gadung, Indonesia",1,41,50,https://x.com/tvOneNews/status/1844878392656855261,55507370,tvOneNews,positive
19,1844737507390521697,Fri Oct 11 23:10:04 +0000 2024,0,usut punya usut setelah gagal perpanjangan jabatan wasit ini bersekongkol dgn mk manager kesebelasan bahrain untuk mengubah uu permainan rules of the game lewat additional time,1844878161579999631,,tvOneNews,in,"East Java, Indonesia",0,0,0,https://x.com/PandawaPut68111/status/1844878161579999631,1709880564738867200,PandawaPut68111,neutral
20,1844878149248745932,Fri Oct 11 23:10:01 +0000 2024,0,skuad garuda ayo lupakan bahrain meski di paksa bermain imbang oleh wasit kontroversi,1844878149248745932,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/OlretK/status/1844878149248745932,1578954814729248769,OlretK,neutral
21,1844732882407067670,Fri Oct 11 23:09:40 +0000 2024,5,semoga lawan arab saudi bahrain zonk wasit e dzolim kena azap,1844878062439236069,,satria_gigin,in,"Semarang, Jawa Tengah",0,1,0,https://x.com/IndraDe95278082/status/1844878062439236069,1398290521806622724,IndraDe95278082,positive
22,1844461902224826460,Fri Oct 11 23:08:26 +0000 2024,2,wasit bahrain vs indonesia anjing,1844877749061812439,https://pbs.twimg.com/media/GZpSiRsaYAAd3dq.jpg,salvanyyy,in,,0,0,0,https://x.com/Serly_zuhri/status/1844877749061812439,1133159143,Serly_zuhri,negative
23,1844876966236913907,Fri Oct 11 23:05:19 +0000 2024,4,istilah jadi viral ini rangkuman kecurangan wasit ahmed al kaf di pertandingan indonesia vs bahrain,1844876966236913907,,,in,Indonesia,0,0,1,https://x.com/BeritakanID_com/status/1844876966236913907,1512483442600341505,BeritakanID_com,neutral
24,1844876308737937534,Fri Oct 11 23:02:42 +0000 2024,0,ini yg masih blg indonesia lebay cuma krna permasalahin additional time coba deh nonton full time yaaaa gimana timnas udh sabar selama full time ngeladenin bahrain keputusan wasit yg merugikan biar paham knp pemain timnas emosi sakit bgt lah disuruh sabar dan nerima,1844876308737937534,,,in,Indonesia,0,0,0,https://x.com/elisabethn_/status/1844876308737937534,106008053,elisabethn_,positive
25,1844548848691413267,Fri Oct 11 23:01:41 +0000 2024,2,loe pikir dibelakang permainan kmrn ga ada politik intrik antar wasit sama bahrain lu pikir aja pake otak,1844876050297389118,,Lecit_Broo,in,Indonesia,0,0,0,https://x.com/Anjanifaa/status/1844876050297389118,1682699985207595008,Anjanifaa,negative
26,1844874829314572296,Fri Oct 11 22:56:50 +0000 2024,0,perasaan timeline aman aman aja ga ada bobotoh yang rame knapa si ufi kek gini bahkan ramenya sama hujatan ke wasit vs bahrain kemarin mau manasin lagi apa gimana,1844874829314572296,,,in,,0,6,0,https://x.com/Spiderwots616/status/1844874829314572296,247135071,Spiderwots616,negative
27,1844444678932062539,Fri Oct 11 22:56:25 +0000 2024,0,permainan bangsa bahrain yang sangat menjijikkan akibat sokongan wasit dan afc,1844874724758913134,,fayadzinho,in,"Brebes, Indonesia",0,0,0,https://x.com/wae_sad/status/1844874724758913134,1494873845085315080,wae_sad,positive
28,1844874687190548543,Fri Oct 11 22:56:16 +0000 2024,0,skirt floral ala korea ini bikin kamu jadi tambah gemes loh yuk tambah koleksi ootd mu sekarang bahrain afcmafia welcomebackseunghan wasit ootd trending cute fifa,1844874687190548543,https://pbs.twimg.com/media/GZpPvXxaAAUDFAj.jpg,,in,Indonesia,0,0,0,https://x.com/yuliawt_/status/1844874687190548543,1038775094,yuliawt_,positive
29,1844695616943018185,Fri Oct 11 22:53:18 +0000 2024,0,wasit anjing bahrain,1844873942353465784,,roman_paqr,in,,0,0,0,https://x.com/SiKemba95032136/status/1844873942353465784,1612623142530482176,SiKemba95032136,negative
30,1844873346015748102,Fri Oct 11 22:50:56 +0000 2024,0,yang pertama ku tuntut di akhirat adalah mulyono n kel n antek bahrain n wasit org yg maling barangku dan korup wkwkwkw tenang masih ada pengadilan akhirat,1844873346015748102,,,in,"Palembang, South Sumatra",0,0,0,https://x.com/suka_berisik/status/1844873346015748102,1350659142,suka_berisik,positive
31,1844526947633635736,Fri Oct 11 22:50:41 +0000 2024,0,permainan bahrain cuman mengandalkan wasit,1844873284011327824,,Mesopot93,in,"East Borneo, Indonesia",0,0,0,https://x.com/ariiiiiss/status/1844873284011327824,3235928766,ariiiiiss,neutral
32,1844872235640824241,Fri Oct 11 22:46:31 +0000 2024,74,selamat pagi yang belum bangun jam segini mirip wasit bahrain,1844872235640824241,,,in,18+ okay?,0,8,0,https://x.com/nostradamooz/status/1844872235640824241,1269731790857461760,nostradamooz,neutral
33,1844646344117367148,Fri Oct 11 22:42:05 +0000 2024,0,saya berharap leg kedua nanti indnesia melawan bahrain dipimpin kembali oleh wasit ini agar dia dikasih kejutan oleh supporter ditempat kami gebugan ajig,1844871119108792765,,TrollFootball,in,Bandung,0,0,0,https://x.com/IeuAbdiNyak/status/1844871119108792765,367115091,IeuAbdiNyak,positive
34,1844783565017407874,Fri Oct 11 22:34:36 +0000 2024,0,wasit bahrain efek kah,1844869237275492448,,yourboyfar,in,,0,0,0,https://x.com/aldryannn16/status/1844869237275492448,3012044623,aldryannn16,neutral
35,1844868727625728113,Fri Oct 11 22:32:35 +0000 2024,2,populer tren kontroversi wasit indonesia vs bahrain peluang timnas lolos piala dunia,1844868727625728113,https://pbs.twimg.com/media/GZpKVOOaAAMhpxY.jpg,,in,Jakarta,0,0,0,https://x.com/kompascom/status/1844868727625728113,23343960,kompascom,positive
36,1844868289346011589,Fri Oct 11 22:30:50 +0000 2024,0,indonesia vs bahrain fifa harus menyelidiki wasit botak ini,1844868289346011589,https://pbs.twimg.com/ext_tw_video_thumb/1844868228935450624/pu/img/TqTnRa6rplb6IEbk.jpg,,in,,0,0,0,https://x.com/Paradoks_24/status/1844868289346011589,1464373417759678469,Paradoks_24,neutral
37,1844866291947143581,Fri Oct 11 22:22:54 +0000 2024,0,random ekspresi pak muh ketika nonton timnas vs bahrain mewakili wa via fifa ahmed al kaf war is over wasit bahrain pak muh witan sma,1844866291947143581,,,in,,0,0,0,https://x.com/khoirinaumayah/status/1844866291947143581,1781320832553541632,khoirinaumayah,positive
38,1844755531992551529,Fri Oct 11 22:17:28 +0000 2024,0,gol bahrain di menit itu ilegal karena sdh diluar menit yg ditentukan wasit kalau sampai bahrain tak cetak gol bisa saja permainan sampai menit banyak timnas diluar timur tengah dicurangi wasit timur tengah ketika lawannya timnas dari timur tengah apalagi afc di qatar,1844864922670522386,,idextratime,in,,0,0,0,https://x.com/SantuySaja89/status/1844864922670522386,1787324819719311360,SantuySaja89,positive
39,1844440088832573950,Fri Oct 11 22:16:27 +0000 2024,0,bejat moralmu hai wasit kamu di bayar berapa sama bahrain teganya kamu ngerjai indonesia hai botak,1844864668005028164,,my_supersoccer,in,,0,0,0,https://x.com/PharnoilT/status/1844864668005028164,1484164465851793409,PharnoilT,neutral
40,1844863869203939459,Fri Oct 11 22:13:16 +0000 2024,0,protest atas kelakuan wasit ahmedalkaf pada pertandingan bahrain vs indonesia harus lewat surat resmi tetapi alangkah baiknya diantar langsung ke fifa untuk afc disurati aja banyak yg menyampaikan sudut pandang bahwa laws of the game itu terbukti kita dicurangi,1844863869203939459,,,in,"ÜT: 1.255875,124.77854",0,0,0,https://x.com/epenvictor/status/1844863869203939459,53893035,epenvictor,neutral
41,1844863170013548900,Fri Oct 11 22:10:30 +0000 2024,0,dengan ini harusnya langsung ajukan keberatan pada fifa maupun afc walau chairman afc asal bahrain tapi tidak bisa mengelak fakta bahwa kemenangan indonesia dicuri oleh wasit tolong pak perjuangkan jerih lelah timnasindonesia,1844863170013548900,,,in,"ÜT: 1.255875,124.77854",0,0,0,https://x.com/epenvictor/status/1844863170013548900,53893035,epenvictor,negative
42,1844862715988496820,Fri Oct 11 22:08:42 +0000 2024,0,ajiglah bangun tidur langsung kepikiran bahrain gak akan pernah ikhlas demi allah wasit ajig,1844862715988496820,,,in,,0,0,0,https://x.com/DTSfairy/status/1844862715988496820,1309104035090305030,DTSfairy,positive
